shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.392986,-86.848269,59,12546.34
260931e0-53bc-4a75-a9d1-b36078bf965e,40.4026787223028,-86.8815040219726,15,3063.06
f58e525e-0011-484c-abba-46cf25e978a1,40.45901,-86.937837,45,9792.45
bf663516-186c-4a62-aa3e-9147a59a3f5b,40.4313247162893,-86.9131487258165,19,3613.05
3c7051e7-8a7b-4508-a68f-e3e309d32839,40.4026679934661,-86.8793904411429,7,2114.25
47e1a071-8b9b-428f-924c-f29954468db1,40.4459950593707,-86.9520501465827,2,1007.86
c5baae91-fc0f-4e19-a4e4-4d96568f0cd5,40.4328938086566,-86.861887685173,55,9603.67
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.3951041635933,-86.837140282222,20,2390.32
b7b23162-ed2f-4fde-9802-07b56e05c85d,40.4243469491212,-86.8606780088352,37,10089.07
28353004-fec2-4ee4-859b-6a1f752e3a88,40.4257349923691,-86.8845188250851,15,2979.31
fbdfcfea-3655-4b8d-9f1d-54ff2f64bbc8,40.4221180332969,-86.8507940680262,16,3875.63
2f24c6d2-3f4d-4496-aa26-f5d68b553f8c,40.4264524833234,-86.9190388571643,3,727.26
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.3944657978097,-86.8369659386257,18,2291.93
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.3851571908687,-86.8416343236944,50,10850.7
8adb4399-297d-4448-b593-285b0a2a427f,40.4236535980495,-86.8930455680517,15,2261.34
63bf7988-81b1-4a57-8ab4-0233f9044b48,40.425806,-86.902051,11,2727.93
9b1f9e8d-d803-40e5-880f-820f8c8c9bad,40.4046501460463,-86.8741869553439,20,4574.24
bf663516-186c-4a62-aa3e-9147a59a3f5b,40.4240384950661,-86.9083623235442,13,1818.05
0cd5be5e-6217-4582-8f41-2ca2c8984197,40.419998,-86.894208,2,201.39
fbdfcfea-3655-4b8d-9f1d-54ff2f64bbc8,40.4177031169953,-86.8479978649615,12,3196.39
fc4537ab-7936-4701-ba96-f78dfff76d35,40.3952718016667,-86.8967094657844,51,12040.31
0428a67a-0ab2-456c-8003-cc3a09250507,40.4256370917342,-86.9079935197826,15,2407.51
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.381717257602,-86.8755575642322,40,7811.73
5e4a1d70-5756-41a5-9b0e-2f457251174b,40.4315178353499,-86.9216553522143,16,3291.75
8adb4399-297d-4448-b593-285b0a2a427f,40.4314628500618,-86.9191917430873,31,5356.8
0cd5be5e-6217-4582-8f41-2ca2c8984197,40.464838919928,-86.9619032419862,52,12872.47
584fc5fd-1f0f-47f0-9bf4-3eb10ec2caeb,40.4205180955242,-86.8435668554048,47,9462.79
47e1a071-8b9b-428f-924c-f29954468db1,40.4241404190147,-86.9347177108954,14,5630.16
348b0c01-e2e6-42fc-ada8-ba99e7980d2f,40.3932896490866,-86.848649641791,30,6083.68
3394fb59-008a-448c-ac6c-efd8337ec95a,40.4081933443661,-86.8965632853844,55,11543.92
9766b88d-ec1c-4c84-b855-88314087989a,40.4340712984843,-86.8874504797131,2,680.43
61d36eea-381d-428b-ae26-f2d758f9c323,40.420942,-86.894253,41,11403.94
c5baae91-fc0f-4e19-a4e4-4d96568f0cd5,40.4206589115059,-86.8459996191263,40,6679.37
bc8e8277-d971-4f58-8a16-b7ca8dd356ee,40.425905,-86.916588,2,636.51
528a9693-c87a-48d5-9ff7-4a1ddb840396,40.477830200066,-86.9346090814238,3,622.07
c5baae91-fc0f-4e19-a4e4-4d96568f0cd5,40.4047373178445,-86.8353056511465,29,3933.36
addcc1e5-06e9-4561-94bc-08c43323e2f6,40.3952718016667,-86.8967094657844,43,9607.93
bc8e8277-d971-4f58-8a16-b7ca8dd356ee,40.4382474981694,-86.9187545429918,10,2034.96
9b1f9e8d-d803-40e5-880f-820f8c8c9bad,40.4081826155295,-86.876806132603,22,5065.25
b9ab1d88-7011-46c9-a563-b58810a0eb30,40.3585362648091,-86.8569430325594,6,1621.8
4b4e9e03-be4e-48fe-a05e-7ea5d2340101,40.4239647343138,-86.9081142191955,3,869.73
fc4537ab-7936-4701-ba96-f78dfff76d35,40.3936919804628,-86.9013818741668,49,11605.81
bc8e8277-d971-4f58-8a16-b7ca8dd356ee,40.4722,-86.9459,22,7138.73
828c66cd-6de9-4f27-b1f7-75fc65645064,40.4244877651028,-86.8506009489656,23,4438.1
b9ab1d88-7011-46c9-a563-b58810a0eb30,40.3819868196241,-86.8858183554303,27,6500.16
f5dfaded-5f18-44e6-baf6-c1bffc8ee5b8,40.4586121713288,-86.9156941423234,10,2122.51
8e4b831a-3dfa-4228-9215-58d0faacf5b0,40.4064941648539,-86.8655958393571,14,2468.07
485246bf-8717-4ca3-a5ee-36cefac667cc,40.459935,-86.934039,20,5711.78
eadf53d7-3cf5-44f5-922f-0a904da3b1bf,40.4273402945602,-86.9256505027801,1,193.74
fc4537ab-7936-4701-ba96-f78dfff76d35,40.4054776075767,-86.8975758193478,60,13632.5
528a9693-c87a-48d5-9ff7-4a1ddb840396,40.4387973510502,-86.917314196665,28,7102.59
0615f22b-e3b2-4b51-b7c1-e0a4027d98f7,40.4667969326256,-86.9469083515947,4,673.95
8a374ec5-265a-4d89-8f85-2cc7b4bd8fed,40.4313729960545,-86.9179606090761,7,928.18
9ea307de-e0f3-4995-bfc7-0a59994b1d5e,40.4173128555603,-86.8837141623327,7,1294.18
584fc5fd-1f0f-47f0-9bf4-3eb10ec2caeb,40.3928806121874,-86.8464126793392,69,14894.91
3c7051e7-8a7b-4508-a68f-e3e309d32839,40.4128670938532,-86.8865653506854,13,3813.65
63fef74e-f48d-4147-b8e0-4e1d568310ae,40.387970828293,-86.8970380364083,27,5532.03
5e401337-9d28-4a28-bc5f-c6766840cc4c,40.4181497048229,-86.8500618249215,27,5182.62
6ac824d4-e5d0-4743-9efa-050a2a7035c9,40.4182730864449,-86.8811808157671,43,9533.81
8e4b831a-3dfa-4228-9215-58d0faacf5b0,40.4155922183747,-86.8765070662801,20,3838.88
310c2506-8414-40ca-b304-b19618f5ed19,40.4209043336454,-86.9013483465522,9,1130.32
9ea307de-e0f3-4995-bfc7-0a59994b1d5e,40.393779,-86.84914,29,6013.83
2c6a92ab-a79b-487e-bdb8-2c4b2341b775,40.4320475716619,-86.8775973843096,19,3109.63
0d22d965-dbae-42fd-9252-4e45d14ca76a,40.4182569931899,-86.8918090696221,35,9855.52
37cbb5a5-e7d4-4969-be0f-fa4e187d8fc3,40.4314051825646,-86.844759097383,49,7986.55
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.43210255695,-86.8774994836747,64,11288.25
4aecdd6a-754a-4704-80e5-9b2c34b83cc2,40.4668760577962,-86.9402269685404,58,14991.01
0fd5d829-09b3-4078-acde-7429ffc85e73,40.43125766106,-86.9142014929176,9,1585.83
fc4537ab-7936-4701-ba96-f78dfff76d35,40.367241,-86.8757024035276,18,4083.59
3ee56318-fb12-4080-b885-3f00f42c3889,40.4182543109807,-86.8905859822384,47,10331.79
8e4b831a-3dfa-4228-9215-58d0faacf5b0,40.4138139136919,-86.874625496544,19,3585.13
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.392543994936,-86.8367258809046,13,2055.09
9ee329f8-6535-47b6-9a81-780ef1cd14ae,40.3914509946973,-86.8472817151118,3,250.73
022f91d5-beef-4f92-a267-dd9e20ff64e4,40.4273242013052,-86.9256907359177,19,3085.07
8adb4399-297d-4448-b593-285b0a2a427f,40.4218980921446,-86.8869542710158,11,1539.73
6ac824d4-e5d0-4743-9efa-050a2a7035c9,40.3834030260684,-86.8432490136176,12,1773.65
9b1f9e8d-d803-40e5-880f-820f8c8c9bad,40.4199803125847,-86.8955292937475,37,7786.12
63fef74e-f48d-4147-b8e0-4e1d568310ae,40.3846985330998,-86.9066859428099,32,6709.11
d9ff9ba0-fefa-401f-bbc1-9835e032b962,40.4678885917597,-86.9340377708696,32,7477.63
37cbb5a5-e7d4-4969-be0f-fa4e187d8fc3,40.3925413127268,-86.8382735155984,12,1917.37
17a88b33-a925-4f57-921d-3888aab37911,40.4367454610315,-86.9061012212098,20,4827.23
eb38ce03-3d10-4bd1-8f54-670536841cf5,40.4226598395502,-86.8906315797944,6,694.08
addcc1e5-06e9-4561-94bc-08c43323e2f6,40.4211631668307,-86.894240492239,65,13416.19
4aecdd6a-754a-4704-80e5-9b2c34b83cc2,40.4459293452459,-86.9566782985138,46,10329.5
484c7f00-8367-41c4-9ab6-5e78dd4bc0c4,40.4649435260858,-86.924497152835,29,6357.11
44bc0a28-f9e4-4d17-8d56-c9f4b8990f93,40.403042161646,-86.8365676305632,6,911.11
8adb4399-297d-4448-b593-285b0a2a427f,40.425264264659,-86.8950840470245,20,3077.75
0cd5be5e-6217-4582-8f41-2ca2c8984197,40.4386163019309,-86.9377244673803,31,6970.2
3842dd59-57d2-45dc-9e3d-ed2a6b120608,40.4202404868746,-86.9007663071612,12,1590.84
9daca57c-6552-4bc9-ad4e-ada819b856c3,40.4352662226716,-86.9249155774662,13,2606.2
61d36eea-381d-428b-ae26-f2d758f9c323,40.426666,-86.909025,32,9575.16
28353004-fec2-4ee4-859b-6a1f752e3a88,40.4291132348247,-86.8823301423985,12,2434.82
260931e0-53bc-4a75-a9d1-b36078bf965e,40.4099448269573,-86.8864017359258,9,1858.74
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.392557,-86.849441,60,12656.39
74cf65ae-c010-43da-ad0a-3ee6af32370c,40.4241860165707,-86.9165940235015,33,8535.56
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.3935377534352,-86.8367580674146,16,2185.22
8e4b831a-3dfa-4228-9215-58d0faacf5b0,40.392139,-86.848131,2,145.8
fc4537ab-7936-4701-ba96-f78dfff76d35,40.3642,-86.8606,1,111.12
9ea307de-e0f3-4995-bfc7-0a59994b1d5e,40.4138300069469,-86.874748878166,12,2224.91
828c66cd-6de9-4f27-b1f7-75fc65645064,40.4147620746352,-86.8251360550604,39,7848.19
74cf65ae-c010-43da-ad0a-3ee6af32370c,40.4482306807179,-86.9406708741588,8,582.5
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.392212,-86.850151,61,12727.67
d8bebeb5-1c54-4eee-b5b0-cdd545d80539,40.4024,-86.8053,42,10545.78
92365c4a-4bfd-4943-9183-02d3b27a0d01,40.446025,-86.94049,31,10838.6
53c24100-50c8-47b1-b1af-1bc4883aa139,40.4178519796045,-86.8295093971198,7,1634.14
5e401337-9d28-4a28-bc5f-c6766840cc4c,40.4173638175347,-86.8140545078548,45,9174.16
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.3934398528004,-86.8763769791351,27,5565.46
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.432193752062,-86.8448046949389,50,8079.01
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.4231466605155,-86.8471864966861,40,7169.53
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.4249504461855,-86.847154310176,39,6969.07
3394fb59-008a-448c-ac6c-efd8337ec95a,40.364944,-86.862113,3,269.58
9a7fda5b-d7fd-47de-9bd3-54c5f06c3d53,40.4460983244239,-86.9401330912192,10,3767.36
28353004-fec2-4ee4-859b-6a1f752e3a88,40.4424880708747,-86.8726648016372,2,468.61
0d22d965-dbae-42fd-9252-4e45d14ca76a,40.4175260911898,-86.8711721522315,26,8072.08
a3f7e3bc-9116-47f6-995a-36eb8b0bd3a7,40.4220576835905,-86.9102130478748,7,1496.3
f58e525e-0011-484c-abba-46cf25e978a1,40.4603690183383,-86.9331714173062,43,9365.71
584fc5fd-1f0f-47f0-9bf4-3eb10ec2caeb,40.4008856654695,-86.8386074506406,61,12833.24
fbdfcfea-3655-4b8d-9f1d-54ff2f64bbc8,40.4249477639763,-86.8606806910444,21,5055.83
8e4b831a-3dfa-4228-9215-58d0faacf5b0,40.4015334189852,-86.8585161482404,11,1653.9
3501c989-ea44-4a9e-a960-cd2195cb1f48,40.4206991446435,-86.89494,35,6037.85
9ee329f8-6535-47b6-9a81-780ef1cd14ae,40.3880687289279,-86.8699302893836,21,4755.06
7e5bcc89-c591-4c40-a682-9490c17d6490,40.46043,-86.91838,8,1708.71
6ac824d4-e5d0-4743-9efa-050a2a7035c9,40.3819278110223,-86.8612359083436,16,3376.24
b9ab1d88-7011-46c9-a563-b58810a0eb30,40.3672413746858,-86.8710313362498,17,3688.12
92365c4a-4bfd-4943-9183-02d3b27a0d01,40.4313461739627,-86.914037878158,17,4687.24
c75e0b4b-1197-4ad8-9e85-cb47a54ffca1,40.427406008685,-86.9264591888463,13,1731.77
528a9693-c87a-48d5-9ff7-4a1ddb840396,40.4677491168826,-86.9340257009283,10,2495.75
8680db25-a097-4992-9abb-5fe7ca414551,40.433282,-86.926174,9,2225.58
0d22d965-dbae-42fd-9252-4e45d14ca76a,40.420942,-86.894253,39,10557.07
5e4a1d70-5756-41a5-9b0e-2f457251174b,40.4208748293444,-86.9246701553267,29,5550.25
bc8e8277-d971-4f58-8a16-b7ca8dd356ee,40.467568,-86.945447,18,6379.47
348b0c01-e2e6-42fc-ada8-ba99e7980d2f,40.3921953077433,-86.8501597255564,34,6314.73
d8bebeb5-1c54-4eee-b5b0-cdd545d80539,40.4065960888026,-86.8616167820464,20,4424.17
7e5bcc89-c591-4c40-a682-9490c17d6490,40.4172672580044,-86.8956687686246,46,10016.84
fc4537ab-7936-4701-ba96-f78dfff76d35,40.359691,-86.856995,3,907.06
b9ab1d88-7011-46c9-a563-b58810a0eb30,40.3836108972794,-86.8950666126648,32,7323.96
0615f22b-e3b2-4b51-b7c1-e0a4027d98f7,40.460211,-86.933508,14,3096.67
44bc0a28-f9e4-4d17-8d56-c9f4b8990f93,40.404807055283,-86.8353968462584,3,501.53
4aecdd6a-754a-4704-80e5-9b2c34b83cc2,40.4460661379138,-86.9368205628884,40,8649.97
d9ff9ba0-fefa-401f-bbc1-9835e032b962,40.4426905776674,-86.9193245124414,15,3301.67
310c2506-8414-40ca-b304-b19618f5ed19,40.4373275004224,-86.906149500975,27,5008.57
92365c4a-4bfd-4943-9183-02d3b27a0d01,40.4460245636716,-86.9404898250395,10,830.22
9ea307de-e0f3-4995-bfc7-0a59994b1d5e,40.4095907753462,-86.870029531123,14,2842.47
8adb4399-297d-4448-b593-285b0a2a427f,40.430951889214,-86.9216486466914,34,5626.99
8adb4399-297d-4448-b593-285b0a2a427f,40.4275495068758,-86.9069461170999,24,4127.77
e71f5226-a234-4e67-91e6-baeb58a29ce7,40.4301780718671,-86.8706974012075,1,58
47e1a071-8b9b-428f-924c-f29954468db1,40.4460983244239,-86.9401330912192,0,0
348b0c01-e2e6-42fc-ada8-ba99e7980d2f,40.4114777095006,-86.8721793217766,13,2565.61
63fef74e-f48d-4147-b8e0-4e1d568310ae,40.364944,-86.862113,3,269.58
b2adabf9-5f29-49b5-953f-622bf41169b6,40.4242249086037,-86.9256692782443,17,2744.25
584fc5fd-1f0f-47f0-9bf4-3eb10ec2caeb,40.432322,-86.888479,15,2491.68
9ee329f8-6535-47b6-9a81-780ef1cd14ae,40.4182704042358,-86.8837704887253,44,9754.66
584fc5fd-1f0f-47f0-9bf4-3eb10ec2caeb,40.420012,-86.893078,2,195.13
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.3934076662903,-86.8722678346794,29,5913.4
3501c989-ea44-4a9e-a960-cd2195cb1f48,40.4027109088129,-86.8602609253085,12,1851.18
53d05c93-4a7e-43d7-9dea-353b06f02a04,40.419117982335,-86.8930764134572,31,5501.27
44bc0a28-f9e4-4d17-8d56-c9f4b8990f93,40.4062071684722,-86.8380803965378,0,0
eadf53d7-3cf5-44f5-922f-0a904da3b1bf,40.4190965246616,-86.8919485444992,32,5624.97
c5baae91-fc0f-4e19-a4e4-4d96568f0cd5,40.39185,-86.84846,1,103.3
d2af05f0-b5f8-496f-8160-727ee3a9dc35,40.4259415224756,-86.9080887382083,14,2357.66
63bf7988-81b1-4a57-8ab4-0233f9044b48,40.4418725038691,-86.9107307142455,22,5077.03
f58e525e-0011-484c-abba-46cf25e978a1,40.4182006667972,-86.8973384438359,5,659.09
528a9693-c87a-48d5-9ff7-4a1ddb840396,40.4460084704166,-86.9210652661959,24,6192.18
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.4152609655416,-86.8390285574811,46,8673.3
310c2506-8414-40ca-b304-b19618f5ed19,40.459544239017,-86.9350087305909,45,9537.32
63fef74e-f48d-4147-b8e0-4e1d568310ae,40.3792268263833,-86.876107417113,15,2983.11
485246bf-8717-4ca3-a5ee-36cefac667cc,40.4329568405722,-86.9167455683199,5,1420.41
484c7f00-8367-41c4-9ab6-5e78dd4bc0c4,40.4358831307818,-86.9152153679857,11,2463.47
63bf7988-81b1-4a57-8ab4-0233f9044b48,40.4519294471699,-86.9030904414112,34,7535.54
7861419d-ac08-4978-8d50-1de79147f42a,40.4256545260939,-86.9290126519807,20,3778.04
146fbcfb-e121-436a-92ae-cb0a75b05372,40.4257457212058,-86.8869985274672,8,1112.16
37cbb5a5-e7d4-4969-be0f-fa4e187d8fc3,40.4321508367152,-86.8709025902094,67,10760.64
fbdfcfea-3655-4b8d-9f1d-54ff2f64bbc8,40.4200192046177,-86.8955225882246,40,8668.54
37cbb5a5-e7d4-4969-be0f-fa4e187d8fc3,40.4112926370676,-86.8386959635434,34,5028.66
5e4a1d70-5756-41a5-9b0e-2f457251174b,40.4283984260797,-86.9217210663391,18,3638.45
8ceebedf-7319-4de2-80f2-ccf2be81656d,40.425156976292,-86.9191059123937,14,2524.18
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.4276514308245,-86.8869649998525,11,1562.77
c0d7aa31-c639-48bd-8b4f-ea1a8dfe3870,40.4182636987128,-86.8867329887589,26,4842.79
4590b8b2-3c4c-4a99-8862-fe6f5e15ef95,40.4606895423346,-86.9212516797335,0,0
b2adabf9-5f29-49b5-953f-622bf41169b6,40.4234269513742,-86.9218873633079,6,1021.98
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.3983389078581,-86.8385538064572,58,11336.28
6a4dddf3-857a-4304-8364-2d101bea8c71,40.424095,-86.911233,15,2306.76
bf663516-186c-4a62-aa3e-9147a59a3f5b,40.4480952291546,-86.9156176993619,31,6469.23
f7679137-7008-44ce-852b-e6e64ff36224,40.4320073385243,-86.8992884099059,13,3093.78
37cbb5a5-e7d4-4969-be0f-fa4e187d8fc3,40.4322648306051,-86.8558379623794,52,9007.55
d051090e-23be-4481-bb10-0053a0a7e477,40.4030542315873,-86.8342434963133,27,3720.6
b9ab1d88-7011-46c9-a563-b58810a0eb30,40.3642,-86.8606,1,111.12
9ee329f8-6535-47b6-9a81-780ef1cd14ae,40.4172699402135,-86.8784208225263,41,9263.9
bf663516-186c-4a62-aa3e-9147a59a3f5b,40.459544239017,-86.9350087305909,44,9539.53
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.4320730526491,-86.8691376965724,19,3567.08
fc4537ab-7936-4701-ba96-f78dfff76d35,40.3707041067305,-86.8757962808488,20,4470.1
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.4173128555603,-86.8837141623327,7,1295.43
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.4320395250344,-86.8738235160007,17,3170.73
a3f7e3bc-9116-47f6-995a-36eb8b0bd3a7,40.4281194763255,-86.9104249423996,10,2170.34
f58e525e-0011-484c-abba-46cf25e978a1,40.459544,-86.935009,50,10699.17
94887bab-c69d-4fd8-809c-e9da2d717d05,40.3845630815365,-86.9022911430771,30,6392.17
9ee329f8-6535-47b6-9a81-780ef1cd14ae,40.3881263964252,-86.8710621816553,22,4851.07
9b1f9e8d-d803-40e5-880f-820f8c8c9bad,40.4181255649403,-86.8795500325888,27,6237
c7efbf06-c735-4da8-b183-741510b72f8f,40.4221703363758,-86.9122139759191,27,8630.89
6cf8d7f3-d796-448e-93a9-3463ced8703f,40.4256545260939,-86.9290126519807,8,1861.86
8ceebedf-7319-4de2-80f2-ccf2be81656d,40.4242503895909,-86.9305535811516,5,985.07
310c2506-8414-40ca-b304-b19618f5ed19,40.430805708814,-86.9103176540326,22,3891.96
b2adabf9-5f29-49b5-953f-622bf41169b6,40.4255968585966,-86.9256679371398,18,2896.7
fc4537ab-7936-4701-ba96-f78dfff76d35,40.3932547803673,-86.9135751970753,44,10497.31
9ea307de-e0f3-4995-bfc7-0a59994b1d5e,40.398127,-86.854007,19,4703.02
485246bf-8717-4ca3-a5ee-36cefac667cc,40.4445104565925,-86.9203799617517,13,2896.48
63fef74e-f48d-4147-b8e0-4e1d568310ae,40.3673030654969,-86.8626601614154,6,544.31
9a7fda5b-d7fd-47de-9bd3-54c5f06c3d53,40.4221153510878,-86.910316312928,28,8791.54
b9ab1d88-7011-46c9-a563-b58810a0eb30,40.4181550692412,-86.8930402036333,71,15254.28
b7b23162-ed2f-4fde-9802-07b56e05c85d,40.4005,-86.8047,8,2353.46
4aecdd6a-754a-4704-80e5-9b2c34b83cc2,40.4674124996312,-86.947381761514,56,14377.64
37cbb5a5-e7d4-4969-be0f-fa4e187d8fc3,40.4090328758378,-86.8386838936021,33,4777.55
c5baae91-fc0f-4e19-a4e4-4d96568f0cd5,40.392139,-86.848131,2,145.8
c8c7121c-616c-47b6-bed0-eb56731f9a8a,40.4604374146722,-86.9203893494838,7,1538.83
eadf53d7-3cf5-44f5-922f-0a904da3b1bf,40.419118,-86.893076,24,4669.01
8ceebedf-7319-4de2-80f2-ccf2be81656d,40.4273416356648,-86.9219906283611,11,2050.46
719a75ff-363e-4b35-af90-f051e84d03f8,40.403042161646,-86.8365676305632,9,3359.18
53d05c93-4a7e-43d7-9dea-353b06f02a04,40.4190831136157,-86.8838482727914,36,6282.11
addcc1e5-06e9-4561-94bc-08c43323e2f6,40.3792268263833,-86.876107417113,15,2983.11
8adb4399-297d-4448-b593-285b0a2a427f,40.4247948780534,-86.8931206699086,16,2388.32
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.4113731033428,-86.8772755192086,13,2410.49
addcc1e5-06e9-4561-94bc-08c43323e2f6,40.3942324456115,-86.9002915561373,42,9283.53
74cf65ae-c010-43da-ad0a-3ee6af32370c,40.4478940634664,-86.9397133254834,2,124.73
4590b8b2-3c4c-4a99-8862-fe6f5e15ef95,40.45901,-86.937837,6,1438.66
348b0c01-e2e6-42fc-ada8-ba99e7980d2f,40.4206991446435,-86.89494,0,0
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.3881585829353,-86.8764118478544,35,7032.57
260931e0-53bc-4a75-a9d1-b36078bf965e,40.3879654638747,-86.881746761903,28,6184.17
a6b6415e-8888-40ca-b70d-4d5f8faa7f29,40.433990832209,-86.9267314330775,2,214.84
92365c4a-4bfd-4943-9183-02d3b27a0d01,40.4386538528594,-86.9377660416225,13,2167
74cf65ae-c010-43da-ad0a-3ee6af32370c,40.4472382633232,-86.9393780493366,43,13155.4
fc4537ab-7936-4701-ba96-f78dfff76d35,40.358536,-86.856943,4,1035.48
9daca57c-6552-4bc9-ad4e-ada819b856c3,40.4281986014962,-86.9191099357074,3,1097.61
d2af05f0-b5f8-496f-8160-727ee3a9dc35,40.4352662226716,-86.9249155774662,0,0
a347ba66-c983-4f5f-9910-7f93a4f9e742,40.4017761589155,-86.8931313987453,12,2318.12
a3f7e3bc-9116-47f6-995a-36eb8b0bd3a7,40.4209231091096,-86.9257269457416,28,5459.38
9b1f9e8d-d803-40e5-880f-820f8c8c9bad,40.4131567724441,-86.8770770357297,24,5618.57
310c2506-8414-40ca-b304-b19618f5ed19,40.4189597319936,-86.8997859597079,6,876.38
348b0c01-e2e6-42fc-ada8-ba99e7980d2f,40.392677,-86.848871,32,6191.77
addcc1e5-06e9-4561-94bc-08c43323e2f6,40.401644730666,-86.8929490085214,47,10399.72
f74e88b8-ee5b-417b-b2af-748b8bb4505f,40.4313300807077,-86.915305221993,8,1487
d9ff9ba0-fefa-401f-bbc1-9835e032b962,40.4265141741344,-86.91029351415,6,1278.98
b9ab1d88-7011-46c9-a563-b58810a0eb30,40.3642,-86.8606,9,2546.11
17a88b33-a925-4f57-921d-3888aab37911,40.4262741164133,-86.9191743087276,32,7240.96
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.4111370689355,-86.8389065169636,47,9131.66
3ee56318-fb12-4080-b885-3f00f42c3889,40.3934398528004,-86.8763769791351,29,5874.07
f58e525e-0011-484c-abba-46cf25e978a1,40.4213294637996,-86.9023327173193,10,1232.02
791dbf8b-c781-4174-86ed-f563b62ba009,40.4514117807991,-86.9023447872606,6,1529.32
791dbf8b-c781-4174-86ed-f563b62ba009,40.4225377990328,-86.9052321854372,20,5217.03
791dbf8b-c781-4174-86ed-f563b62ba009,40.4396087193256,-86.8994681179206,12,2907.97
791dbf8b-c781-4174-86ed-f563b62ba009,40.4368943236407,-86.8981350599608,14,3307.08
791dbf8b-c781-4174-86ed-f563b62ba009,40.4464429883029,-86.8994359314106,10,2147.48
791dbf8b-c781-4174-86ed-f563b62ba009,40.4320073385243,-86.8992884099059,16,3952.54
791dbf8b-c781-4174-86ed-f563b62ba009,40.46451,-86.899675,0,0
791dbf8b-c781-4174-86ed-f563b62ba009,40.4239875330918,-86.9082671051184,22,5520.16
63bf7988-81b1-4a57-8ab4-0233f9044b48,40.4593377089106,-86.9016433895614,68,13954.25
791dbf8b-c781-4174-86ed-f563b62ba009,40.4543756219373,-86.9031306745488,4,1171.5
791dbf8b-c781-4174-86ed-f563b62ba009,40.4571678016882,-86.9026666523616,2,854.52
791dbf8b-c781-4174-86ed-f563b62ba009,40.4271646098593,-86.9014328361412,18,4520.46
791dbf8b-c781-4174-86ed-f563b62ba009,40.4483004181564,-86.8998141229042,8,1935.96
791dbf8b-c781-4174-86ed-f563b62ba009,40.4499607056356,-86.9011243820861,7,1720.76
791dbf8b-c781-4174-86ed-f563b62ba009,40.4237769796715,-86.9077869896762,21,5473.29
d8bebeb5-1c54-4eee-b5b0-cdd545d80539,40.4029496254295,-86.8445887771004,26,6362.58
5e401337-9d28-4a28-bc5f-c6766840cc4c,40.4167455683199,-86.8142959066806,46,9245.83
bf663516-186c-4a62-aa3e-9147a59a3f5b,40.418243582144,-86.8942337867161,3,389.84
3501c989-ea44-4a9e-a960-cd2195cb1f48,40.392139,-86.848131,2,145.8
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.3928806121874,-86.8464126793392,65,13114.49
d051090e-23be-4481-bb10-0053a0a7e477,40.4322648306051,-86.8558379623794,52,9012.87
6ac824d4-e5d0-4743-9efa-050a2a7035c9,40.3818647791066,-86.8660410860801,17,3783.03
a6b6415e-8888-40ca-b70d-4d5f8faa7f29,40.4327771325574,-86.9192561161075,8,1006.92
eb38ce03-3d10-4bd1-8f54-670536841cf5,40.4321119446821,-86.8476920931156,31,5869.53
d2af05f0-b5f8-496f-8160-727ee3a9dc35,40.433133,-86.925902,4,416.94
94887bab-c69d-4fd8-809c-e9da2d717d05,40.3717018885435,-86.8763152883241,43,9746.26
fbdfcfea-3655-4b8d-9f1d-54ff2f64bbc8,40.4220482958584,-86.860636434593,23,5378.04
28353004-fec2-4ee4-859b-6a1f752e3a88,40.4319939274784,-86.8823556233856,10,2114.7
484c7f00-8367-41c4-9ab6-5e78dd4bc0c4,40.4239513232679,-86.9123051710311,2,414.08
0cd5be5e-6217-4582-8f41-2ca2c8984197,40.4459293452459,-86.9566782985138,46,10331.74
022f91d5-beef-4f92-a267-dd9e20ff64e4,40.4255968585966,-86.9256679371398,18,2893.12
