shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
584fc5fd-1f0f-47f0-9bf4-3eb10ec2caeb,40.4320489127665,-86.8870561949644,13,2051.52
a3f7e3bc-9116-47f6-995a-36eb8b0bd3a7,40.4314279813426,-86.9178573440228,14,2970.35
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.4272383706116,-86.8468699960035,46,7440
bf663516-186c-4a62-aa3e-9147a59a3f5b,40.4586108302242,-86.9155734429105,35,7637.77
3eac3341-ba0a-4fa5-b25c-290b2f8f9e7f,40.4246728375359,-86.8773573265885,13,2037.8
c5baae91-fc0f-4e19-a4e4-4d96568f0cd5,40.4228060199503,-86.8869609765387,79,14915.02
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.39168,-86.84966,73,13791.92
fbdfcfea-3655-4b8d-9f1d-54ff2f64bbc8,40.4177540789696,-86.8392565452609,10,2456.84
8adb4399-297d-4448-b593-285b0a2a427f,40.4277144627401,-86.8870468072323,7,893.36
9a7fda5b-d7fd-47de-9bd3-54c5f06c3d53,40.4601986980557,-86.9331834872474,3,427.33
3ee56318-fb12-4080-b885-3f00f42c3889,40.3872117630966,-86.8402167761455,10,1277
f58e525e-0011-484c-abba-46cf25e978a1,40.460649309197,-86.9161903510207,37,7925.83
0d22d965-dbae-42fd-9252-4e45d14ca76a,40.421839,-86.894279,38,10457.37
484c7f00-8367-41c4-9ab6-5e78dd4bc0c4,40.4677880089157,-86.938840266397,33,7883.77
5e401337-9d28-4a28-bc5f-c6766840cc4c,40.4174027095677,-86.8493081241434,29,5332.78
580cd0be-953c-4115-8301-ee79b76f3661,40.3854280939953,-86.8763018772782,35,6913.84
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.421839,-86.894279,79,13873.17
47e1a071-8b9b-428f-924c-f29954468db1,40.437205459905,-86.9620266236083,10,2790.82
b7b23162-ed2f-4fde-9802-07b56e05c85d,40.415386,-86.814655,16,5006.79
9b1f9e8d-d803-40e5-880f-820f8c8c9bad,40.4182543109807,-86.8905859822384,32,7171.6
53d05c93-4a7e-43d7-9dea-353b06f02a04,40.422065730218,-86.9106717056436,9,1995.94
8a374ec5-265a-4d89-8f85-2cc7b4bd8fed,40.4354445895818,-86.8864996365606,23,4854.54
3394fb59-008a-448c-ac6c-efd8337ec95a,40.387970828293,-86.8970380364083,27,5533.84
53d05c93-4a7e-43d7-9dea-353b06f02a04,40.4240921392496,-86.9171948383567,5,1237.48
8adb4399-297d-4448-b593-285b0a2a427f,40.4218793166804,-86.8906181687485,13,1849.69
9daca57c-6552-4bc9-ad4e-ada819b856c3,40.4343261083559,-86.9255968585966,12,2486.9
c5baae91-fc0f-4e19-a4e4-4d96568f0cd5,40.395097,-86.837126,20,2381.75
9ee329f8-6535-47b6-9a81-780ef1cd14ae,40.4182543109807,-86.8905859822384,47,10331.25
74cf65ae-c010-43da-ad0a-3ee6af32370c,40.442357,-86.942165,39,12185.11
f63162fe-77da-4362-9bfd-670f34f7c9fd,40.4213884724014,-86.8498834580114,15,3759.91
c3b28356-ec91-45f0-b1ac-5cc5d27bda06,40.4179378102981,-86.8391090237563,45,8375.77
0562a5ba-0620-44e5-9a2b-b0e36adaff54,40.4592773592041,-86.9401223623826,9,1903.54
d96683a2-7a4e-4c32-81eb-48e520b12ff0,40.4218954099354,-86.8892971807299,38,7336.52
eb38ce03-3d10-4bd1-8f54-670536841cf5,40.3932896490866,-86.848649641791,66,13490.37
3394fb59-008a-448c-ac6c-efd8337ec95a,40.4106569534932,-86.8940956529436,57,11889.37
2c6a92ab-a79b-487e-bdb8-2c4b2341b775,40.4200218868269,-86.8928752477691,2,211.86
d8f263a5-a9e8-4fc7-9bcb-99e1ad068978,40.4297811049092,-86.8871111802525,70,12377.41
9a7fda5b-d7fd-47de-9bd3-54c5f06c3d53,40.4281918959732,-86.9307574290489,19,6453.72
fbdfcfea-3655-4b8d-9f1d-54ff2f64bbc8,40.4165591547822,-86.8134872206144,2,156.56
f5631747-1e26-43e7-b1b8-b1d1db2e9e39,40.4030327739139,-86.8719191474866,18,3523.65
b9ab1d88-7011-46c9-a563-b58810a0eb30,40.367241,-86.8656226614489,15,3230.21
